ID_DESASTRES,FECHA,DEPTO,MUNICIPIO,TIPO_EVENTO,DIVIPOLA,FALLECIDOS,HERIDOS,DESAPA,AFECTADOS,FAMILIAS,VIV_DESTRU,VIV_AVERI,COD_DANE_MP,COD_DEP,COD_MUN,COD_DEP_MUN,ID_DESASTRES
0473CFHP,2006-03-21,ANTIOQUIA,TITIRIBÍ,MOVIMIENTO EN MASA,0,0,3,0,275,55,10,45,5.809,5,809,5809,0473CFHP
8709IULJ,2006-03-21,CAUCA,SUCRE,VENDAVAL,0,0,0,0,1485,297,0,297,19.785,19,785,19785,8709IULJ
2732UXHN,2006-03-22,TOLIMA,MARIQUITA,INUNDACION,0,0,0,0,55,11,5,6,73.443,73,443,73443,2732UXHN
0813QRAB,2006-03-22,TOLIMA,ANZOÁTEGUI,MOVIMIENTO EN MASA,0,0,0,0,730,156,2,50,73.043,73,043,73043,0813QRAB
0029SEEK,2006-03-23,RISARALDA,PEREIRA,MOVIMIENTO EN MASA,0,0,0,0,3,1,1,0,66.001,66,001,66001,0029SEEK
3660SWKS,2006-03-23,HUILA,NEIVA,INUNDACION,0,0,0,0,0,0,0,0,41.001,41,001,41001,3660SWKS
4914LRFY,2006-03-23,TOLIMA,IBAGUÉ,INUNDACION,0,0,0,0,5,1,0,1,73.001,73,001,73001,4914LRFY
3503BYFW,2006-03-23,CALDAS,MANIZALES,MOVIMIENTO EN MASA,0,1,0,0,5,1,1,0,17.001,17,001,17001,3503BYFW
8582LSGO,2006-03-23,VALLE DEL CAUCA,SEVILLA,INUNDACION,0,0,0,0,85,17,0,17,76.736,76,736,76736,8582LSGO
5502LXFS,2006-03-23,VALLE DEL CAUCA,SAN PEDRO,VENDAVAL,0,1,0,0,100,20,0,20,76.67,76,670,76670,5502LXFS
6985KSOA,2006-03-24,ANTIOQUIA,MEDELLÍN,MOVIMIENTO EN MASA,0,3,1,0,160,21,5,16,5.001,5,001,5001,6985KSOA
4342JXLM,2006-03-24,CALDAS,MANIZALES,MOVIMIENTO EN MASA,0,1,0,0,0,0,0,0,17.001,17,001,17001,4342JXLM
8227DCDQ,2006-03-24,QUINDÍO,ARMENIA,MOVIMIENTO EN MASA,0,0,0,0,0,0,0,0,63.001,63,001,63001,8227DCDQ
9801LWSA,2006-03-24,ANTIOQUIA,ITAGUI,INUNDACION,0,0,0,0,200,40,3,10,5.36,5,360,5360,9801LWSA
4270CKBC,2006-03-24,VALLE DEL CAUCA,OBANDO,INUNDACION,0,0,0,0,75,15,0,15,76.497,76,497,76497,4270CKBC
3644OUBA,2006-03-24,RISARALDA,PEREIRA,MOVIMIENTO EN MASA,0,0,0,0,60,12,2,10,66.001,66,001,66001,3644OUBA
8973UQZQ,2006-03-24,VALLE DEL CAUCA,JAMUNDÍ,INUNDACION,0,0,0,0,225,45,0,45,76.364,76,364,76364,8973UQZQ
7534YLGT,2006-03-24,VALLE DEL CAUCA,EL CERRITO,INUNDACION,0,0,0,0,132,25,2,24,76.248,76,248,76248,7534YLGT
7439LKSN,2006-03-25,NORTE DE SANTANDER,CÚCUTA,MOVIMIENTO EN MASA,0,0,0,0,25,5,2,3,54.001,54,001,54001,7439LKSN
4233FOIQ,2006-03-25,VALLE DEL CAUCA,ZARZAL,INUNDACION,0,0,0,0,190,38,0,38,76.895,76,895,76895,4233FOIQ
1534OAAT,2006-03-25,VALLE DEL CAUCA,GINEBRA,MOVIMIENTO EN MASA,0,0,0,0,50,10,0,10,76.306,76,306,76306,1534OAAT
1484MZKV,2006-03-25,VALLE DEL CAUCA,GUACARÍ,INUNDACION,0,0,0,0,420,84,0,54,76.318,76,318,76318,1484MZKV
8616FKNL,2006-03-25,VALLE DEL CAUCA,RESTREPO,VENDAVAL,0,0,0,0,230,46,0,46,76.606,76,606,76606,8616FKNL
2221HNXF,2006-03-25,CAUCA,POPAYÁN,INUNDACION,0,0,0,0,15,3,3,0,19.001,19,001,19001,2221HNXF
1513BXUK,2006-03-25,BOYACÁ,SOATÁ,INUNDACION,0,0,0,0,65,13,0,13,15.753,15,753,15753,1513BXUK
0223IOIU,2006-03-25,VALLE DEL CAUCA,CALI,INUNDACION,0,0,0,0,1000,200,0,200,76.001,76,001,76001,0223IOIU
5606ENQA,2006-03-26,ANTIOQUIA,CALDAS,MOVIMIENTO EN MASA,0,0,0,0,200,40,0,40,5.129,5,129,5129,5606ENQA
5118HOEJ,2006-03-26,CHOCÓ,ATRATO,VENDAVAL,0,0,0,0,2450,490,0,135,27.05,27,050,27050,5118HOEJ
8694CUBP,2006-03-26,ANTIOQUIA,LA ESTRELLA,INUNDACION,0,0,0,0,40,8,0,8,5.38,5,380,5380,8694CUBP
8968SGJA,2006-03-26,CUNDINAMARCA,LA PALMA,INUNDACION,0,0,0,0,50,10,7,3,25.394,25,394,25394,8968SGJA
4487BNJD,2006-03-27,VALLE DEL CAUCA,TRUJILLO,INUNDACION,0,0,0,1,700,150,0,150,76.828,76,828,76828,4487BNJD
1793WXQJ,2006-03-27,ANTIOQUIA,ANDES,MOVIMIENTO EN MASA,0,0,0,0,30,6,2,4,5.034,5,034,5034,1793WXQJ
5023WNEH,2006-03-27,ANTIOQUIA,CAICEDO,MOVIMIENTO EN MASA,0,4,0,0,20,4,4,0,5.125,5,125,5125,5023WNEH
5601SWHR,2006-03-27,VALLE DEL CAUCA,YUMBO,MOVIMIENTO EN MASA,0,0,0,0,30,6,0,6,76.892,76,892,76892,5601SWHR
2748OIVA,2006-03-27,SANTANDER,MÁLAGA,INUNDACION,0,0,0,0,285,57,0,57,68.432,68,432,68432,2748OIVA
1341SNAM,2006-03-27,VALLE DEL CAUCA,BOLÍVAR,MOVIMIENTO EN MASA,0,1,0,0,130,26,8,16,76.1,76,100,76100,1341SNAM
7674QDIN,2006-03-29,BOYACÁ,SAN PABLO DE BORBUR,MOVIMIENTO EN MASA,0,0,2,4,400,90,90,0,15.681,15,681,15681,7674QDIN
6566UZQI,2006-03-30,BOYACÁ,OTANCHE,MOVIMIENTO EN MASA,0,0,0,0,260,47,9,57,15.507,15,507,15507,6566UZQI
1801KAEI,2006-03-30,CHOCÓ,QUIBDÓ,MOVIMIENTO EN MASA,0,0,0,0,10,2,0,2,27.001,27,001,27001,1801KAEI
3450PFLI,2006-03-30,CAUCA,BUENOS AIRES,INUNDACION,0,0,0,0,820,164,0,102,19.11,19,110,19110,3450PFLI
0811CYII,2006-04-01,CUNDINAMARCA,VERGARA,VENDAVAL,0,0,0,0,225,45,0,45,25.862,25,862,25862,0811CYII
2264BAWQ,2006-04-04,VALLE DEL CAUCA,YOTOCO,INUNDACION,0,0,0,0,25,5,0,5,76.89,76,890,76890,2264BAWQ
6547RFDD,2006-04-04,CALDAS,MANIZALES,MOVIMIENTO EN MASA,0,0,1,0,0,0,0,0,17.001,17,001,17001,6547RFDD
9769LNKT,2006-04-04,NORTE DE SANTANDER,CACHIRÁ,INUNDACION,0,0,0,0,60,11,0,11,54.128,54,128,54128,9769LNKT
0024XHVV,2006-04-04,VICHADA,PUERTO CARREÑO,VENDAVAL,0,0,0,0,75,14,0,14,99.001,99,001,99001,0024XHVV
5670AYJC,2006-04-04,CAUCA,BOLÍVAR,INUNDACION,0,0,0,0,40,8,0,8,19.1,19,100,19100,5670AYJC
6163MNMJ,2006-04-05,NARIÑO,LA UNIÓN,MOVIMIENTO EN MASA,0,0,0,0,11,3,1,2,52.399,52,399,52399,6163MNMJ
4514MZIT,2006-04-05,TOLIMA,COYAIMA,INUNDACION,0,0,0,0,500,100,0,0,73.217,73,217,73217,4514MZIT
2835QTIL,2006-04-05,NARIÑO,NARIÑO,MOVIMIENTO EN MASA,0,0,0,0,15,3,3,0,52.48,52,480,52480,2835QTIL
2723ZAZR,2006-04-05,CAUCA,EL TAMBO,MOVIMIENTO EN MASA,0,0,0,0,800,160,0,0,19.256,19,256,19256,2723ZAZR
0760RLDK,2006-04-05,CAUCA,EL TAMBO,INUNDACION,0,0,0,0,455,91,0,0,19.256,19,256,19256,0760RLDK
0189RXUK,2006-04-06,CUNDINAMARCA,PUERTO SALGAR,INUNDACION,0,0,0,0,16,3,0,3,25.572,25,572,25572,0189RXUK
0110FFSE,2006-04-06,NARIÑO,LOS ANDES,INUNDACION,0,0,0,0,725,145,0,0,52.418,52,418,52418,0110FFSE
4357ABKL,2006-04-06,NORTE DE SANTANDER,CUCUTILLA,MOVIMIENTO EN MASA,0,0,0,0,265,53,0,53,54.223,54,223,54223,4357ABKL
4200DQWT,2006-04-07,ANTIOQUIA,CISNEROS,MOVIMIENTO EN MASA,0,1,2,0,30,6,0,4,5.19,5,190,5190,4200DQWT
2322XYUY,2006-04-07,ANTIOQUIA,SAN ROQUE,MOVIMIENTO EN MASA,0,1,2,0,20,4,4,0,5.67,5,670,5670,2322XYUY
1970WSMV,2006-04-08,ANTIOQUIA,GIRARDOTA,VENDAVAL,0,0,0,0,100,20,0,20,5.308,5,308,5308,1970WSMV
1226WPBU,2006-04-08,CÓRDOBA,CANALETE,VENDAVAL,0,0,0,0,2335,467,0,35,23.09,23,090,23090,1226WPBU
6610ZYIW,2006-04-09,CUNDINAMARCA,BITUIMA,VENDAVAL,0,6,76,0,210,42,0,34,25.095,25,095,25095,6610ZYIW
0632ERVX,2006-04-09,TOLIMA,IBAGUÉ,MOVIMIENTO EN MASA,0,0,0,0,10,2,0,2,73.001,73,001,73001,0632ERVX
2063HTJS,2006-04-10,CUNDINAMARCA,TAUSA,INUNDACION,0,0,0,0,60,12,0,12,25.793,25,793,25793,2063HTJS
7834ANRG,2006-04-10,VALLE DEL CAUCA,CALI,MOVIMIENTO EN MASA,0,2,1,0,0,0,0,0,76.001,76,001,76001,7834ANRG
3199MPTU,2006-04-10,BOGOTÁ D.C.,BOGOTÁ D.C.,MOVIMIENTO EN MASA,0,0,0,0,9,2,0,2,11.001,11,001,11001,3199MPTU
7132XOXJ,2006-04-10,NARIÑO,SANDONÁ,MOVIMIENTO EN MASA,0,0,0,0,600,120,0,120,52.683,52,683,52683,7132XOXJ
9724AOGL,2006-04-10,NARIÑO,BUESACO,MOVIMIENTO EN MASA,0,0,0,0,1970,394,0,394,52.11,52,110,52110,9724AOGL
0166UIPC,2006-04-10,NARIÑO,SAN BERNARDO,MOVIMIENTO EN MASA,0,0,0,0,100,20,0,20,52.685,52,685,52685,0166UIPC
9979WLHI,2006-04-10,NARIÑO,GUAITARILLA,MOVIMIENTO EN MASA,0,0,0,0,100,20,0,20,52.32,52,320,52320,9979WLHI
5846ZMDC,2006-04-12,VALLE DEL CAUCA,BUENAVENTURA,MOVIMIENTO EN MASA,0,34,36,2,1042,201,72,0,76.109,76,109,76109,5846ZMDC
0122FPVU,2006-04-12,VALLE DEL CAUCA,CALI,INUNDACION,0,1,1,0,80,16,0,16,76.001,76,001,76001,0122FPVU
3831HQCC,2006-04-12,NARIÑO,ALBÁN,INUNDACION,0,0,0,0,1400,280,0,120,52.019,52,019,52019,3831HQCC
7464VOUH,2006-04-12,CAUCA,CAJIBÍO,VENDAVAL,0,0,0,0,1235,247,0,247,19.13,19,130,19130,7464VOUH
2104QBET,2006-04-12,TOLIMA,SALDAÑA,INUNDACION,0,0,0,0,100,20,0,0,73.671,73,671,73671,2104QBET
5874PZKS,2006-04-12,BOGOTÁ D.C.,BOGOTÁ D.C.,MOVIMIENTO EN MASA,0,0,0,0,5,1,1,0,11.001,11,001,11001,5874PZKS
2653IGGJ,2006-04-12,HUILA,CAMPOALEGRE,INUNDACION,0,0,0,0,157,60,9,0,41.132,41,132,41132,2653IGGJ
7660UJRK,2006-04-12,AMAZONAS,LETICIA,INUNDACION,0,0,0,0,4570,914,0,914,91.001,91,001,91001,7660UJRK
2568SYVU,2006-04-12,AMAZONAS,PUERTO NARIÑO,INUNDACION,0,0,0,0,4570,914,0,914,91.54,91,540,91540,2568SYVU
2649VUBB,2006-04-12,VALLE DEL CAUCA,BOLÍVAR,INUNDACION,0,0,0,0,65,13,0,13,76.1,76,100,76100,2649VUBB
5370COLA,2006-04-12,VALLE DEL CAUCA,TORO,MOVIMIENTO EN MASA,0,0,0,0,15,3,0,3,76.823,76,823,76823,5370COLA
0324TXRW,2006-04-12,CHOCÓ,CÉRTEGUI,VENDAVAL,0,0,0,0,2505,501,0,0,27.16,27,160,27160,0324TXRW
2585LNVS,2006-04-13,CUNDINAMARCA,GUACHETÁ,INUNDACION,0,0,0,0,1800,360,0,0,25.317,25,317,25317,2585LNVS
3183LLWD,2006-04-13,CUNDINAMARCA,LA VEGA,INUNDACION,0,0,0,0,275,55,2,53,25.402,25,402,25402,3183LLWD
9356PXQT,2006-04-13,NORTE DE SANTANDER,CÚCUTA,MOVIMIENTO EN MASA,0,0,0,0,188,47,2,8,54.001,54,001,54001,9356PXQT
1287VCPL,2006-04-13,VALLE DEL CAUCA,EL CERRITO,INUNDACION,0,0,0,0,60,12,0,12,76.248,76,248,76248,1287VCPL
6814KJNB,2006-04-13,VALLE DEL CAUCA,EL CAIRO,MOVIMIENTO EN MASA,0,0,0,0,1000,200,30,0,76.246,76,246,76246,6814KJNB
5705NZXR,2006-04-13,VALLE DEL CAUCA,OBANDO,INUNDACION,0,0,0,0,50,10,0,10,76.497,76,497,76497,5705NZXR
5041MGQO,2006-04-13,TOLIMA,ALPUJARRA,INUNDACION,0,0,0,0,0,0,0,0,73.024,73,024,73024,5041MGQO
4365IOCQ,2006-04-13,CAUCA,PADILLA,INUNDACION,0,0,0,0,505,101,0,0,19.513,19,513,19513,4365IOCQ
5822ITBE,2006-04-14,CUNDINAMARCA,FACATATIVÁ,INUNDACION,0,0,0,0,1200,500,0,130,25.269,25,269,25269,5822ITBE
0617GZDC,2006-04-14,CUNDINAMARCA,PUERTO SALGAR,INUNDACION,0,0,0,0,527,204,0,0,25.572,25,572,25572,0617GZDC
4720BCPE,2006-04-14,CUNDINAMARCA,RICAURTE,INUNDACION,0,0,0,0,0,0,0,0,25.612,25,612,25612,4720BCPE
4058OKGA,2006-04-14,SANTANDER,CIMITARRA,INUNDACION,0,0,0,0,1717,541,357,74,68.19,68,190,68190,4058OKGA
2003UEQL,2006-04-14,SANTANDER,LANDÁZURI,INUNDACION,0,0,0,0,400,100,0,0,68.385,68,385,68385,2003UEQL
5717WJWO,2006-04-14,SANTANDER,PUERTO WILCHES,INUNDACION,0,0,0,0,900,180,0,0,68.575,68,575,68575,5717WJWO
7163FHZE,2006-04-14,SANTANDER,SIMACOTA,INUNDACION,0,0,0,0,100,20,8,4,68.745,68,745,68745,7163FHZE
9294VJDC,2006-04-14,SANTANDER,PUERTO PARRA,INUNDACION,0,0,0,0,948,248,0,0,68.573,68,573,68573,9294VJDC
7947SKPP,2006-04-14,SANTANDER,SAN VICENTE DE CHUCURÍ,INUNDACION,0,0,0,0,500,100,0,0,68.689,68,689,68689,7947SKPP
8819SXSY,2006-04-14,SANTANDER,BOLÍVAR,INUNDACION,0,0,0,0,336,84,0,84,68.101,68,101,68101,8819SXSY
5119LFID,2006-04-14,HUILA,NEIVA,MOVIMIENTO EN MASA,0,0,1,0,350,50,6,44,41.001,41,001,41001,5119LFID
4134NZGK,2006-04-14,CALDAS,MANIZALES,INUNDACION,0,0,0,0,20,4,0,4,17.001,17,001,17001,4134NZGK
5382HSYI,2006-04-14,CUNDINAMARCA,GIRARDOT,INUNDACION,0,0,0,0,60,10,0,10,25.307,25,307,25307,5382HSYI
7272WZGK,2006-04-14,QUINDÍO,LA TEBAIDA,INUNDACION,0,0,0,1,35,7,0,7,63.401,63,401,63401,7272WZGK
4942RKAI,2006-04-14,QUINDÍO,CALARCÁ,MOVIMIENTO EN MASA,0,1,0,0,0,0,0,0,63.13,63,130,63130,4942RKAI
6618QGKE,2006-04-14,SANTANDER,BARRANCABERMEJA,INUNDACION,0,0,0,0,2215,443,8,4,68.081,68,081,68081,6618QGKE
1117EPDY,2006-04-14,CAUCA,CALOTO,INUNDACION,0,0,0,0,195,39,0,39,19.142,19,142,19142,1117EPDY
3594EAIB,2006-04-14,SANTANDER,CIMITARRA,INUNDACION,0,0,0,0,0,0,0,0,68.19,68,190,68190,3594EAIB
9842DASK,2006-04-14,SANTANDER,PUERTO PARRA,INUNDACION,0,0,0,0,0,0,0,0,68.573,68,573,68573,9842DASK
9015MMTJ,2006-04-14,SANTANDER,PUERTO WILCHES,INUNDACION,0,0,0,0,0,0,0,0,68.575,68,575,68575,9015MMTJ
3511BXDU,2006-04-14,SANTANDER,SAN VICENTE DE CHUCURÍ,INUNDACION,0,0,0,0,0,0,0,0,68.689,68,689,68689,3511BXDU
9371HIED,2006-04-14,SANTANDER,BOLÍVAR,INUNDACION,0,0,0,0,0,0,0,0,68.101,68,101,68101,9371HIED
2221AYYQ,2006-04-14,SANTANDER,LANDÁZURI,INUNDACION,0,0,0,0,0,0,0,0,68.385,68,385,68385,2221AYYQ
1947CILM,2006-04-14,SANTANDER,SIMACOTA,INUNDACION,0,0,0,0,0,0,0,0,68.745,68,745,68745,1947CILM
2854PPVO,2006-04-14,TOLIMA,AMBALEMA,INUNDACION,0,0,0,0,108,25,0,1,73.03,73,030,73030,2854PPVO
3370FOJV,2006-04-15,BOGOTÁ D.C.,BOGOTÁ D.C.,INUNDACION,0,0,0,0,15,3,0,3,11.001,11,001,11001,3370FOJV
0928LLLX,2006-04-15,CALDAS,LA DORADA,INUNDACION,0,0,0,0,135,27,0,0,17.38,17,380,17380,0928LLLX
1787FJOU,2006-04-15,TOLIMA,NATAGAIMA,INUNDACION,0,0,0,0,175,35,0,0,73.483,73,483,73483,1787FJOU
1708ACLV,2006-04-15,BOLÍVAR,CANTAGALLO,INUNDACION,0,0,0,0,143,39,0,39,13.16,13,160,13160,1708ACLV
8988ECND,2006-04-15,MAGDALENA,PIJIÑO DEL CARMEN,INUNDACION,0,0,0,0,0,0,0,0,47.545,47,545,47545,8988ECND
0350BBSZ,2006-04-17,ATLÁNTICO,BARRANQUILLA,MOVIMIENTO EN MASA,0,2,0,0,0,0,0,0,8.001,8,001,8001,0350BBSZ
1649WDFV,2006-04-17,NARIÑO,LINARES,MOVIMIENTO EN MASA,0,0,0,0,300,60,0,0,52.411,52,411,52411,1649WDFV
7904VLHS,2006-04-18,META,VILLAVICENCIO,INUNDACION,0,0,0,0,15,4,4,0,50.001,50,001,50001,7904VLHS
5726YRMR,2006-04-18,BOYACÁ,SAN MIGUEL DE SEMA,INUNDACION,0,0,0,0,927,227,22,0,15.676,15,676,15676,5726YRMR
9795RQCK,2006-04-18,VALLE DEL CAUCA,ALCALÁ,VENDAVAL,0,0,0,0,100,20,0,20,76.02,76,020,76020,9795RQCK
3952BGFV,2006-04-18,CAUCA,LA VEGA,MOVIMIENTO EN MASA,0,0,0,0,0,0,0,0,19.397,19,397,19397,3952BGFV
6482HAGL,2006-04-19,ATLÁNTICO,BARRANQUILLA,VENDAVAL,0,0,0,0,210,42,0,42,8.001,8,001,8001,6482HAGL
8012VGDX,2006-04-19,ANTIOQUIA,SANTA BÁRBARA,MOVIMIENTO EN MASA,0,0,5,0,5,1,1,0,5.679,5,679,5679,8012VGDX
8221USKZ,2006-04-19,CALDAS,MANIZALES,MOVIMIENTO EN MASA,0,1,0,0,0,0,0,0,17.001,17,001,17001,8221USKZ
8119GVVF,2006-04-19,RISARALDA,SANTUARIO,VENDAVAL,0,0,0,0,20,4,0,4,66.687,66,687,66687,8119GVVF
1329CMXF,2006-04-20,BOGOTÁ D.C.,BOGOTÁ D.C.,INUNDACION,0,0,0,0,365,73,0,73,11.001,11,001,11001,1329CMXF
2824HVSX,2006-04-20,CUNDINAMARCA,GUADUAS,INUNDACION,0,0,0,0,35,7,0,7,25.32,25,320,25320,2824HVSX
7608EEXT,2006-04-20,BOYACÁ,CHÍQUIZA,INUNDACION,0,0,0,0,300,60,0,0,15.232,15,232,15232,7608EEXT
1880SRXV,2006-04-20,BOYACÁ,MARIPÍ,MOVIMIENTO EN MASA,0,0,0,0,400,100,10,27,15.442,15,442,15442,1880SRXV
2998CZUR,2006-04-20,BOYACÁ,BRICEÑO,MOVIMIENTO EN MASA,0,0,0,0,0,0,0,0,15.106,15,106,15106,2998CZUR
4735WDUI,2006-04-20,BOYACÁ,TINJACÁ,INUNDACION,0,0,0,0,90,18,0,0,15.808,15,808,15808,4735WDUI
8833BWTM,2006-04-20,BOYACÁ,SANTA SOFÍA,MOVIMIENTO EN MASA,0,0,0,0,25,5,5,0,15.696,15,696,15696,8833BWTM
3838DBLA,2006-04-20,BOYACÁ,GARAGOA,MOVIMIENTO EN MASA,0,0,0,0,150,30,30,0,15.299,15,299,15299,3838DBLA
1992LZLV,2006-04-20,NARIÑO,LEIVA,MOVIMIENTO EN MASA,0,0,0,0,1500,300,0,0,52.405,52,405,52405,1992LZLV
6572TKXG,2006-04-20,BOYACÁ,RÁQUIRA,INUNDACION,0,0,0,0,109,28,0,0,15.6,15,600,15600,6572TKXG
4222THMO,2006-04-20,BOYACÁ,SABOYÁ,INUNDACION,0,0,0,0,100,20,0,0,15.632,15,632,15632,4222THMO
5582JZBZ,2006-04-20,BOYACÁ,PAUNA,INUNDACION,0,0,0,0,2250,450,0,0,15.531,15,531,15531,5582JZBZ
7530KBAA,2006-04-20,BOYACÁ,BRICEÑO,INUNDACION,0,0,0,0,250,50,0,0,15.106,15,106,15106,7530KBAA
3510HKUF,2006-04-20,BOYACÁ,COPER,INUNDACION,0,0,0,1,87,21,0,0,15.212,15,212,15212,3510HKUF
2955CURI,2006-04-20,BOYACÁ,LA VICTORIA,INUNDACION,0,0,0,0,0,0,0,0,15.401,15,401,15401,2955CURI
1008INLW,2006-04-20,BOYACÁ,TUNUNGUÁ,INUNDACION,0,0,0,0,0,0,0,0,15.832,15,832,15832,1008INLW
1530GEKQ,2006-04-20,CUNDINAMARCA,CAPARRAPÍ,INUNDACION,0,0,0,0,890,178,0,178,25.148,25,148,25148,1530GEKQ
0328AMQF,2006-04-20,CAUCA,MERCADERES,MOVIMIENTO EN MASA,0,0,0,0,2510,502,0,502,19.45,19,450,19450,0328AMQF
6454YKRI,2006-04-20,NARIÑO,ARBOLEDA,MOVIMIENTO EN MASA,0,0,0,0,1500,300,0,300,52.051,52,051,52051,6454YKRI
6045BHIS,2006-04-20,SANTANDER,BETULIA,MOVIMIENTO EN MASA,0,0,0,0,0,0,0,0,68.092,68,092,68092,6045BHIS
0217YQSO,2006-04-21,CUNDINAMARCA,EL COLEGIO,MOVIMIENTO EN MASA,0,0,0,0,55,11,0,9,25.245,25,245,25245,0217YQSO
4509PYPD,2006-04-22,BOLÍVAR,SAN CRISTÓBAL,VENDAVAL,0,0,0,0,165,33,0,33,13.62,13,620,13620,4509PYPD
7598TGEQ,2006-04-23,RISARALDA,DOSQUEBRADAS,INUNDACION,0,0,0,0,29,5,1,4,66.17,66,170,66170,7598TGEQ
1987CEMY,2006-04-23,BOLÍVAR,CARTAGENA,VENDAVAL,0,0,1,0,90,18,0,18,13.001,13,001,13001,1987CEMY
5115AGMY,2006-04-23,BOLÍVAR,CARTAGENA,VENDAVAL,0,0,0,0,275,55,0,55,13.001,13,001,13001,5115AGMY
6512ICRT,2006-04-23,BOLÍVAR,TURBACO,VENDAVAL,0,0,0,0,275,55,0,55,13.836,13,836,13836,6512ICRT
8003EYFX,2006-04-23,BOLÍVAR,ARJONA,VENDAVAL,0,0,0,0,275,55,0,55,13.052,13,052,13052,8003EYFX
8226GGYW,2006-04-23,BOLÍVAR,SANTA ROSA,VENDAVAL,0,0,0,0,275,55,0,55,13.683,13,683,13683,8226GGYW
5998KMGU,2006-04-23,ATLÁNTICO,SUAN,VENDAVAL,0,0,0,0,130,26,0,26,8.77,8,770,8770,5998KMGU
6421YATO,2006-04-23,MAGDALENA,CONCORDIA,VENDAVAL,0,0,0,0,90,18,0,16,47.205,47,205,47205,6421YATO
5564AKAE,2006-04-25,CALDAS,BELALCÁZAR,VENDAVAL,0,0,0,0,250,50,0,36,17.088,17,088,17088,5564AKAE
4835ZRJH,2006-04-25,SUCRE,SINCELEJO,INUNDACION,0,0,0,0,131,56,0,48,70.001,70,001,70001,4835ZRJH
5349XNQI,2006-04-25,SUCRE,COROZAL,INUNDACION,0,0,0,0,420,84,0,0,70.215,70,215,70215,5349XNQI
7848PVXI,2006-04-25,SUCRE,SINCELEJO,INUNDACION,0,0,0,0,0,0,0,0,70.001,70,001,70001,7848PVXI
2234CSOY,2006-04-25,SUCRE,COROZAL,INUNDACION,0,0,0,0,0,0,0,0,70.215,70,215,70215,2234CSOY
1099ZYLS,2006-04-26,RISARALDA,PEREIRA,INUNDACION,0,0,0,0,0,0,0,0,66.001,66,001,66001,1099ZYLS
4409ILMX,2006-04-26,RISARALDA,MARSELLA,MOVIMIENTO EN MASA,0,0,0,0,5,1,1,0,66.44,66,440,66440,4409ILMX
9247IDXJ,2006-04-26,VALLE DEL CAUCA,ARGELIA,MOVIMIENTO EN MASA,0,0,0,0,45,9,0,9,76.054,76,054,76054,9247IDXJ
0247QWTQ,2006-04-26,CHOCÓ,ISTMINA,INUNDACION,0,0,0,0,10,2,1,1,27.361,27,361,27361,0247QWTQ
6892TXIR,2006-04-26,CHOCÓ,TADÓ,INUNDACION,0,0,0,0,4420,884,0,884,27.787,27,787,27787,6892TXIR
0060FUFE,2006-04-26,QUINDÍO,MONTENEGRO,MOVIMIENTO EN MASA,0,3,0,0,0,0,0,0,63.47,63,470,63470,0060FUFE
4368GLZS,2006-04-26,BOYACÁ,PAIPA,INUNDACION,0,0,0,0,4000,800,0,0,15.516,15,516,15516,4368GLZS
5442HZEI,2006-04-27,CÓRDOBA,MONTERÍA,VENDAVAL,0,0,0,0,125,25,0,25,23.001,23,001,23001,5442HZEI
5790BIOC,2006-04-27,ANTIOQUIA,MEDELLÍN,MOVIMIENTO EN MASA,0,0,0,0,50,18,3,15,5.001,5,001,5001,5790BIOC
6313KBHR,2006-04-27,META,VILLAVICENCIO,MOVIMIENTO EN MASA,0,0,0,0,6,1,0,1,50.001,50,001,50001,6313KBHR
6525OJGO,2006-04-27,CUNDINAMARCA,VILLETA,INUNDACION,0,0,0,0,270,54,0,54,25.875,25,875,25875,6525OJGO
0721ZOZL,2006-04-28,ANTIOQUIA,MEDELLÍN,MOVIMIENTO EN MASA,0,1,1,0,35,7,1,6,5.001,5,001,5001,0721ZOZL
3581XDQX,2006-04-28,ANTIOQUIA,ZARAGOZA,INUNDACION,0,0,0,0,557,149,0,137,5.895,5,895,5895,3581XDQX
6209DROT,2006-04-28,CUNDINAMARCA,QUEBRADANEGRA,MOVIMIENTO EN MASA,0,0,0,0,0,0,0,0,25.592,25,592,25592,6209DROT
5138TWJK,2006-04-28,RISARALDA,LA CELIA,INUNDACION,0,0,0,0,160,32,0,32,66.383,66,383,66383,5138TWJK
4510IAOY,2006-04-28,RISARALDA,MARSELLA,VENDAVAL,0,0,0,0,335,67,0,0,66.44,66,440,66440,4510IAOY
9748CDIH,2006-04-29,ANTIOQUIA,GIRARDOTA,MOVIMIENTO EN MASA,0,0,0,0,15,3,0,3,5.308,5,308,5308,9748CDIH
3961AXZW,2006-04-30,CUNDINAMARCA,YACOPÍ,MOVIMIENTO EN MASA,0,0,0,0,100,20,20,0,25.885,25,885,25885,3961AXZW
5712OPBW,2006-04-30,CUNDINAMARCA,UBATE,INUNDACION,0,0,0,0,95,38,0,32,25.843,25,843,25843,5712OPBW
5211TANK,2006-04-30,BOGOTÁ D.C.,BOGOTÁ D.C.,MOVIMIENTO EN MASA,0,3,11,0,14,3,3,0,11.001,11,001,11001,5211TANK
2989VXXL,2006-04-30,VALLE DEL CAUCA,EL CERRITO,INUNDACION,0,0,0,0,69,18,7,9,76.248,76,248,76248,2989VXXL
